Utterance,Sentences,Translated Sentences,Dialog Acts
本條目的名稱直接起用日本維基百科所沿用的名稱，雖能表述該現象的情況，但字眼上總覺得不對勁。 煩請認識這個現象的維基人幫忙重新定立新的條目名稱。,"['本條目的名稱直接起用日本維基百科所沿用的名稱，雖能表述該現象的情況，但字眼上總覺得不對勁。', '煩請認識這個現象的維基人幫忙重新定立新的條目名稱。']","['The name of this article directly uses the name used by the Japanese Wikipedia. Although it can describe the situation of the phenomenon, the wording always feels wrong.', 'Wikipedians who are aware of this phenomenon are welcome to help rename the new article.']","[('sd',), ('sd',)]"
应该尊重美国政府的选择。。 ‘白屋’是官方名称。 请参考美国政府官方网站 www.whitehouse.gov。,"['应该尊重美国政府的选择。。', '‘白屋’是官方名称。', '请参考美国政府官方网站 www.whitehouse.gov。']","['The choice of the US government should be respected. .', ""'White House' is the official name."", 'Please refer to the official US government website www.whitehouse.gov.']","[('sv',), ('sd',), ('ad',)]"
你有什麽資格刪除我的編輯，給出具體理由。 什麽叫非建設性。 依中華民國憲法，大陸與台灣同屬一個中國。,"['你有什麽資格刪除我的編輯，給出具體理由。', '什麽叫非建設性。', '依中華民國憲法，大陸與台灣同屬一個中國。']","['What qualifications do you have to delete my edits, give specific reasons.', 'What is non-constructive.', 'According to the Constitution of the Republic of China, the mainland and Taiwan belong to the same China.']","[('^q',), (), ('sd',)]"
工時長、工作時間不穩定、沒有工會、不能發展戀情、沒有心理咨商、錢給資方拿去，這都是事實。 「糖吃多了會蛀牙或發胖」是科學家的觀點，就好像「偶像產業造成許多問題」是社會觀察家的觀點。,"['工時長、工作時間不穩定、沒有工會、不能發展戀情、沒有心理咨商、錢給資方拿去，這都是事實。', '「糖吃多了會蛀牙或發胖」是科學家的觀點，就好像「偶像產業造成許多問題」是社會觀察家的觀點。']","['Long working hours, unstable working hours, no union, no romance, no psychological counseling, and the money goes to the employer, these are all facts.', '""Eating too much sugar will cause tooth decay or weight gain"" is the view of scientists, just as ""the idol industry causes many problems"" is the view of social observers.']","[('sv',), ()]"
抱歉，先前沒說清楚，我先前想表達的是「敝人沒意見了」。 「臺灣這個條目只介紹臺灣島，沒有包含其它島嶼。」是在表達該條目本來就是這樣，不應變動。,"['抱歉，先前沒說清楚，我先前想表達的是「敝人沒意見了」。', '「臺灣這個條目只介紹臺灣島，沒有包含其它島嶼。」是在表達該條目本來就是這樣，不應變動。']","['Sorry, I didn\'t make it clear earlier, what I wanted to express earlier was ""I have no opinion"".', '""The entry of Taiwan only introduces the island of Taiwan and does not include other islands."" It expresses that this entry is what it is and should not be changed.']","[('fa',), ()]"
"故改為三個篇幅，包括相信者、不相信者及宗教無定論者，分列如下；  認同耶穌的人提出耶穌的門徒在耶穌死後發生了180度的轉變是因為耶穌真的已復活。 他們聲稱如果基督教是不可信,世界便沒有宗教是可信的。","['故改為三個篇幅，包括相信者、不相信者及宗教無定論者，分列如下；  認同耶穌的人提出耶穌的門徒在耶穌死後發生了180度的轉變是因為耶穌真的已復活。', '他們聲稱如果基督教是不可信,世界便沒有宗教是可信的。']","['Therefore, it is changed to three chapters, including believers, non-believers, and religious inconclusives, which are listed as follows; People who agree with Jesus proposed that the disciples of Jesus changed 180 degrees after Jesus died because Jesus was really resurrected.', 'They claim that if Christianity is not credible, no religion in the world is credible.']","[('sd',), ('sd',)]"
三天前我還很怕簡化字，一直覺得好像是很爛、無調理胡亂篡改中文的書寫方法。 前幾個月前，曾經用自動繁簡轉換的軟體，比較繁體與簡體的文章，一時覺得簡化得太沒有方法了，所以過了幾天就放棄了。,"['三天前我還很怕簡化字，一直覺得好像是很爛、無調理胡亂篡改中文的書寫方法。', '前幾個月前，曾經用自動繁簡轉換的軟體，比較繁體與簡體的文章，一時覺得簡化得太沒有方法了，所以過了幾天就放棄了。']","['Three days ago, I was still afraid of simplified characters, and I always felt that it seemed to be a bad, unreasonable way of tampering with Chinese writing.', 'A few months ago, I used automatic traditional-simplified conversion software to compare traditional and simplified articles. I felt that the simplification was too hopeless, so I gave up after a few days.']","[('sd',), ('sd',)]"
解決命名分歧，我認為只有兩個方法： 1.建立非地區分類的手動字詞轉換。 2.干脆甚麼都不轉換。,"['解決命名分歧，我認為只有兩個方法： 1.建立非地區分類的手動字詞轉換。', '2.干脆甚麼都不轉換。']","['To solve the naming differences, I think there are only two ways: 1. Establish manual word conversion for non-regional classifications.', '2. Simply convert nothing.']","[('sv',), ('bf',)]"
學業繁重恐無法及時參與討論，先行致歉。 溫家寶條目負面内容過多本身并非主要問題（儘管語句存斷定成分有待推敲），然而大段章節所采用的標題甚爲可笑。,"['學業繁重恐無法及時參與討論，先行致歉。', '溫家寶條目負面内容過多本身并非主要問題（儘管語句存斷定成分有待推敲），然而大段章節所采用的標題甚爲可笑。']","['I may not be able to participate in the discussion in time due to heavy academic work, so I apologize in advance.', ""The excessive amount of negative content in Wen Jiabao's article is not a major problem in itself (although the assertion of the sentence needs to be scrutinized), but the titles used for large sections of the chapter are ridiculous.""]","[('sd',), ('sv',)]"
我所有替换成中文的部分都是有中文条目，可以直接链接到该条目查看外文，编写条目时必须考虑到读者不会外文这个可能，如果只留下外文，那只会中文的人该怎么办呢？ 最好的办法应该是默认读者只懂中文。,"['我所有替换成中文的部分都是有中文条目，可以直接链接到该条目查看外文，编写条目时必须考虑到读者不会外文这个可能，如果只留下外文，那只会中文的人该怎么办呢？', '最好的办法应该是默认读者只懂中文。']","['All the parts I replaced with Chinese have Chinese entries. You can directly link to this entry to view foreign languages. When writing entries, you must take into account the possibility that readers will not know foreign languages. If only foreign languages \u200b\u200bare left, what should people who only know Chinese do? Woolen cloth?', 'The best way should be to default readers to only understand Chinese.']","[('qo', 'sd'), ('sv',)]"
其中一個解釋是水星的引力太小無法保有大氣。 但是跟其他一些有濃密大氣層的星球對比，水星的引力不算小。 像土衛六泰坦星，它的赤道重力加速度比水星小得多。,"['其中一個解釋是水星的引力太小無法保有大氣。', '但是跟其他一些有濃密大氣層的星球對比，水星的引力不算小。', '像土衛六泰坦星，它的赤道重力加速度比水星小得多。']","[""One explanation is that Mercury's gravity is too small to hold an atmosphere."", ""But compared with some other planets with dense atmospheres, Mercury's gravity is not small."", 'Like Titan, its equatorial gravitational acceleration is much smaller than that of Mercury.']","[('sd',), ('sd',), ('sd',)]"
