Sentence,Translated Sentence,dialog_acts
玫瑰はハマナスですか。,Is the red rose a hermanus?,"('qy',)"
「中国語の玫瑰」は、日本語ではハマナスとも薔薇とも訳されるようですね。,"""Chinese 玫瑰"" seems to be translated as ""Hamanasu"" and ""Rose"" in Japanese.","('^q',)"
そもそも、何でもかんでも最初に登場した用語に、機械的に内部リンクを作って良いわけではありません。,"In the first place, it is not okay to mechanically create an internal link to the first term that appears in everything.","('sv',)"
つまり、内部リンクできるからといって、機械的に内部リンクを作成してはダメなのです。,"In other words, just because you can do internal linking does not mean that you should not create internal links mechanically.","('sd',)"
コメントアウト部分を書いた者です。,The person who wrote the commented out part.,"('sd',)"
この案で適切だと思いますので、61.27.122.211さんの文章として編集していただければと思います。,"I think this proposal is appropriate, so please edit it as Mr. 61.27.122.211's sentence.","('ad',)"
パソコン使用時間が限られるため、再度回答が遅れましたことをお詫びします。,I apologize again for the delay in replying due to the limited computer time.,"('sd',)"
損失機数については、確かにこちらの記述があいまいでした。,"Regarding the number of planes lost, this description was certainly ambiguous.","('sd',)"
そう思います。,I think so.,()
おそらく、「ゲームシステムについて」という、広範囲をカバーするようなサブタイトルがあまりよろしくないのでは、と思います。,"Perhaps, I don't think the subtitle ""About the game system"", which covers a wide range, is very good.","('sd',)"
Tiyoringo様ISUの公式プロフィールはこちらでございます。,Mr. Tiyoringo The official profile of ISU is here.,"('fp',)"
古いデータというよりも、どちらかの記述ミスだと思います。,"Rather than old data, I think it's either a description error.","('sv',)"
なので145cmと編集する方々が多いのだと思います。,So I think there are many people who edit as 145cm.,"('sd',)"
U-ichiさんの指摘にある通り、判定問題でないものをNP完全と呼称するのは厳密には誤りです。,"As U-ichi pointed out, calling non-decision problems NP-complete is strictly wrong.","('sd',)"
しかし判定問題と最適化問題を厳密に区別するメリットもあまりないように感じられます。,"However, I feel that there is not much merit in strictly distinguishing between decision problems and optimization problems.","('sv',)"
不覚にもその点気付きませんでしたが、そうかもしれません。,"I didn't realize that point, but that might be the case.","('sd',)"
少し推敲して、簡単なものだけでも今晩辺り投稿させて頂こうかとも思っているところです。,I'm thinking about refining it a little and posting even a simple one tonight.,"('sd',)"
",を貼付する編集を行いました[][]。","Edited to add ,[][].",()
「雑多な内容の箇条書き」については、堀北真希#その他が指摘されても仕方ない状態にあると思います。,"As for ""items of miscellaneous content"", I think that it is in a state where it can not be helped if Maki Horikita #Others are pointed out.","('sd',)"
すみません。,excuse me.,"('fa',)"
初めの方、「通常の翼の前半しかない翼でも」に訂正します。,"At the beginning, I will correct it to ""Even if there is only the first half of the normal wing"".",()
「トンデモブログ」と「　」をつけるべきでしたね。,"I should have added ""Ton demo blog"" and """".","('sd',)"
ご意見ありがとうございます。,Thank you for your feedback.,"('fc',)"
Bikettaxiさんの主張はWikipediaにおいて一般論として正当だと思います。,I think Bikettaxi's claim is generally correct on Wikipedia.,"('sd',)"
本記事の編集履歴を見ても、記事向上のために励んできたことが分かります。,The editing history of this article shows that we have worked hard to improve it.,"('sd',)"
コーラ白書のなかはしと申します。,My name is Nakahashi from Cola Hakusho.,"('sd',)"
1992年にコカ・コーラ社がフォーミュラを公開したという記述を削除しました。,Removed mention that the Coca-Cola Company published the formula in 1992.,"('sd',)"
