Sentence,Translated Sentence,dialog_acts
查編輯歷史，創建時的名稱為「越戰」。,"Check the editing history, the name at the time of creation was ""Vietnam War"".","('sd',)"
不過我認同書生的意見，這不關地區詞的事，因為越戰或越南戰爭這兩個詞google後發現都不罕見。,"However, I agree with the scholar's opinion that this has nothing to do with regional words, because the two words Vietnam War or Vietnam War are not uncommon after Google.","('sv',)"
，这是当前较好的折衷妥协办法，同意。,", which is a better compromise at present, agree.","('+',)"
实际事态仍在发展中，暂时空着。,"The actual situation is still developing, and it is temporarily blank.","('sd',)"
1.维基百科并没有规定条目中的内容必须是对象所专有的，因此所谓「不是共產主義專有的現象請不要抹黑」并不成立。,"1. Wikipedia does not stipulate that the content in the article must be exclusive to the subject, so the so-called ""please don't discredit phenomena that are not exclusive to communism"" does not hold true.","('sd',)"
2.请具体说明「抹黑」在哪里，既然想指出错误，便请具体说明。,"2. Please explain in detail where the ""smearing"" is. Since you want to point out the mistake, please explain in detail.","('ad',)"
说什么分年代之事，那不过是别人的一种看法而已。,Talking about chronology is nothing more than someone else's opinion.,"('sv',)"
什么年代都可以出优秀作家。,Any age can produce excellent writers.,"('sv',)"
只是现在的文学水平比起建国以来出生的作家水平再次下降一大层。,It's just that the current literary level has dropped by a large level compared with the level of writers born since the founding of the People's Republic of China.,"('sd',)"
作为首都，作为这么多代的文化古都，条目实在是太简单，跟台北市的介绍差太多了。,"As the capital, as the cultural ancient capital of so many generations, the entry is too simple, far from the introduction of Taipei City.","('sv',)"
可能大家也都跟我一样是心有余而力不足吧。,Maybe everyone is also like me who has more than enough heart but not enough energy.,"('sv',)"
您显然没仔细看，再重复一遍：日方驅逐和警告中方公務船的说法是日方单方面的说法，中方也有警告和驱逐日方海保船的说法。,"You obviously didn't read it carefully, so I repeat: Japan's statement of expelling and warning the Chinese official ship is a unilateral statement by the Japanese side, and China also has a statement of warning and expulsion of the Japanese marine protection ship.","('sd',)"
日方无法阻拦中方巡航船的进出，双方都只是喊话而已。,"The Japanese side cannot block the entry and exit of the Chinese cruise ship, and both sides are just shouting.","('sd',)"
从一开始我就只提意见没投票，即使仍然有这么多问题没解决，我还是特意提前了大半天给你有足够时间整改。,"From the very beginning, I only made comments and did not vote. Even though there are still so many problems unresolved, I deliberately gave you enough time to rectify them half a day in advance.","('sd',)"
但对你现在这种态度，我就只能呵呵了。,"But for your current attitude, I can only hehe.","('^q',)"
修訂麥加利烈度和日本氣象廳震度雖然也指震感，但是不能混為一體。,"Although the revised Mercalli Intensity and the Japan Meteorological Agency's Seismic Intensity also refer to the seismic sensation, they should not be confused.","('sd',)"
同意。,agree.,"('+',)"
共产党人是没有祖国的，挖祖坟是共产党人的特长，共产党就是汉奸党。,"Communists do not have a motherland. Digging ancestral graves is a specialty of communists, and the Communist Party is a traitor party.","('sv',)"
此二人皆为政客，挨骂应当忍受，而且我不过是在引述广为流传的观点，第2位甚至是已经由司法定谳，可视作事实。,"Both of them are politicians, and they should be endured when they are scolded, and I am just quoting a widely circulated point of view. The second one has even been determined by the judiciary, which can be regarded as a fact.","('sv',)"
再者，这里是讨论页，并非条目。,"Again, this is a talk page, not an article.","('sd',)"
首爾之於漢城，就像越南胡志明市之於西貢，兩者很像，都是由於政治因素（政府當局考量）才改掉舊名的。,"Seoul is to Seoul what Ho Chi Minh City is to Saigon in Vietnam. The two are very similar, and the old name was changed due to political factors (considered by the government authorities).","('sd',)"
如果胡志明市條目都能把舊稱西貢放首段，沒道理首爾條目不行啊。,"If the Ho Chi Minh City entry can put the old name Saigon in the first paragraph, it makes no sense for the Seoul entry.","('sv',)"
用語列表的編輯歷史和存廢討論，上年有人提出將牙狼用語合併至此條目，經過討論後，結果是合併到此條目中。,"The editorial history of the terminology list and the discussion on whether it should be preserved or discarded. Last year, someone proposed to merge the term Gargoyle into this article. After discussion, the result was merged into this article.","('sd',)"
當時的討論有︰「以目前的長度似無需分拆」、「純屬愛好者網頁和瑣碎信息」等等。,"Discussions at the time included: ""At the current length, there seems to be no need for a spin-off"", ""Purely fan pages and trivial information"", etc.","('sd',)"
刪除個別臨床實驗內容：因實際臨床實驗報告實在太多，並沒有可能逐一列出。,"Deletion of individual clinical trial content: Because there are too many actual clinical trial reports, it is impossible to list them one by one.","('sv',)"
兩種集合式研究作比較基礎。,Two collective studies were used as the basis for comparison.,"('sv',)"
我从来没有说过完全只用一本书去参考。,I never said to use only one book as a reference.,"('sd',)"
是你自己误解，倒是拿别人的话来圆场。,"It is your own misunderstanding, but you use other people's words to smooth things over.","('sv',)"
谢谢您的解说。,Thank you for your explanation.,"('ft',)"
其实我也知道那个youtube视频没有同行评议所以不能拿来当做可靠来源，但是支持控制爆破论的专家有发表其他经过同行评议的科学论文，如：。,"Actually I also know that youtube video is not peer reviewed so it can't be used as a reliable source, but experts who support the controlled blast theory have published other scientific papers that have been peer reviewed, such as: .","('sd',)"
條目雖然不長，但質素極低。,"The entries, although not long, are of extremely low quality.","('sd',)"
歷史首句語句不通。,The first sentence of history does not make sense.,"('sv',)"
1945年12月3日，該機（海軍吸血鬼型）成功在航母上完成了起降。,"On December 3, 1945, the aircraft (Navy Vampire) successfully completed take-off and landing on the aircraft carrier.","('sd',)"
